Mota;Galdera;Irudia;Zuzena;Oker1;Oker2;Jatorria;Esteka;Egilea
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Elixabete%20Sarasola%20%28608;Elixabete Sarasola;Itsaso Nabaskues;Maialen Zelaia;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Jaime%20Bores.jpg;Jaime Bores;Alberto Borges;Alberto Delgado;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Fotograf%C3%ADa%20gorka.jpg;Gorka Maneiro;Juan Astigarribia;Antonio Vega de Seoane Etxeberria;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Aprieto%202009.jpeg;Alberto Prieto Espinosa;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Aprieto%202009.jpeg;Alberto Prieto Espinosa;Anton Uriarte;Paco Etxeberria;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Aprieto%202009.jpeg;Alberto Prieto Espinosa;Bertol Arrieta;Josep Miró Nicolau;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Bicorne%20officier%20g%C3%A9n;Alejandro de Hore;Benito Aizpurúa;Cándido Orbe Gaitan de Aiala;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/AlonsoIbarrola.jpg;Alonso Ibarrola;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/AlonsoIbarrola.jpg;Alonso Ibarrola;Jaime Bores;Alberto Borges;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Nagel2017.jpg;Andrés Nagel;Jorge Oteiza;Eduardo Txillida;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Cavacon%20Italy.jpg;Arantza Sestayo;Ignacia Zabalo;Paula Estévez;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Cavacon%20Italy.jpg;Arantza Sestayo;Mentxu Gal;Begoña Ameztoi;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Elorriagapisarik.jpg;Beatriz Elorriaga Pisarik;Ana Urtxuegia;Begoña Amunarriz;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Denis%20Itxaso.jpg;Denis Itxaso;Juan Astigarribia;Gorka Maneiro;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Esther%20Basurto%20-%20DSC%20;Esther Basurto;Rita Oraá;Esther Lopez;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20in%20;Theo van Doesburg;Josep Maria Sert;Jose Manuel Aizpurua;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20in%20;Theo van Doesburg;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20in%20;Theo van Doesburg;Antonio Cortázar;Jorge Oteiza;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20in%20;Theo van Doesburg;Fernando Aranburu;Jorge Oteiza;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20in%20;Theo van Doesburg;Diego Vasallo;Bonifacio Alfonso;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/AlexUbago.jpg;Álex Ubago;Rafael Berrio;Mikel Laboa;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mikel%20Laboa%20abeslaria.jpg;Mikel Laboa;Mikel Erentxun;Secundino Esnaola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mikel%20Laboa%20abeslaria.jpg;Mikel Laboa;Mikel Erentxun;Txetxo Bengoetxea;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mikel%20Laboa%20abeslaria.jpg;Mikel Laboa;Rafael Berrio;Álex Ubago;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mikel%20Laboa%20abeslaria.jpg;Mikel Laboa;Mikel Erentxun;Pablo Benegas;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Apostoluen%20Frisoa%20-%20Ote;Jorge Oteiza;Antonio Cortázar;Theo van Doesburg;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Apostoluen%20Frisoa%20-%20Ote;Jorge Oteiza;Fernando Aranburu;Theo van Doesburg;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Apostoluen%20Frisoa%20-%20Ote;Jorge Oteiza;Diego Vasallo;Bonifacio Alfonso;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Apostoluen%20Frisoa%20-%20Ote;Jorge Oteiza;Andrés Nagel;Eduardo Txillida;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/San%20Sebasti%C3%A1n%20-%20Es;Alberto Ormaetxea;Mikel Roteta;Salvador Díaz Iraola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/San%20Sebasti%C3%A1n%20-%20Es;Alberto Ormaetxea;Manuel Aldai;Trino Arizkorreta;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Casas%20-%20MNAC-%20J;Josep Maria Sert;Theo van Doesburg;Jose Manuel Aizpurua;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Casas%20-%20MNAC-%20J;Josep Maria Sert;Diego Vasallo;Bonifacio Alfonso;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Txillardegi.jpg;Jose Luis Alvarez Enparantza;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Txillardegi.jpg;Jose Luis Alvarez Enparantza;Juan Astigarribia;Gorka Maneiro;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Txillardegi.jpg;Jose Luis Alvarez Enparantza;Koldo Gorostiaga;Luis Bandres;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Txillardegi.jpg;Jose Luis Alvarez Enparantza;Arturo Kanpion;Luis Núñez Astrain;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Donostia%20Haize%20Orrazia%20;Luis Peña Gantxegi;Theo van Doesburg;Jorge Oteiza;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Gladys%20del%20Estal.jpg;Gladys del Estal Ferreño;Arantza Illarramendi;Isabel Fernandez de Castro;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Gladys%20del%20Estal.jpg;Gladys del Estal Ferreño;Gretel Ammann;Andrea Muñiz Celestino;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Gladys%20del%20Estal%20ZB.jpg;Gladys del Estal Ferreño;Arantza Illarramendi;Isabel Fernandez de Castro;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Gladys%20del%20Estal%20ZB.jpg;Gladys del Estal Ferreño;Gretel Ammann;Andrea Muñiz Celestino;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Etxeberria.JPG;Paco Etxeberria;Anton Uriarte;Alberto Prieto Espinosa;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Etxeberria.JPG;Paco Etxeberria;Jesus Altuna;Pedro Armillas;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Karlos%20Izagirre%2020;Juan Karlos Izagirre;Manuel Aldai;Guillermo Galeote Jiménez;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Karlos%20Izagirre%2020;Juan Karlos Izagirre;Juan Astigarribia;Gorka Maneiro;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mariasun%20Landa%20%28Nativid;Mariasun Landa;Miren Azkarate;Pilar Cabero;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mariasun%20Landa%20%28Nativid;Mariasun Landa;Garbiñe Biurrun;Maria Jose Azurmendi;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/El%20alcalde%20de%20San%20Seb;Fernando Sasiain;Juan Astigarribia;Gorka Maneiro;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/ArturoCampi%C3%B3n.jpg;Arturo Kanpion;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/ArturoCampi%C3%B3n.jpg;Arturo Kanpion;José Luis Olaizola;Koldo Gorostiaga;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/ArturoCampi%C3%B3n.jpg;Arturo Kanpion;Juan Astigarribia;Antonio Vega de Seoane Etxeberria;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/ArturoCampi%C3%B3n.jpg;Arturo Kanpion;Jose Luis Alvarez Enparantza;Luis Núñez Astrain;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Aitona.jpg;Karlos Santamaria;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Joxe%20Azurmendi.jpg;Joxe Azurmendi;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Joxe%20Azurmendi.jpg;Joxe Azurmendi;Fernando Aranburu;Theo van Doesburg;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Joxe%20Azurmendi.jpg;Joxe Azurmendi;Álvaro de Laiglesia;Asier Osinalde;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Joxe%20Azurmendi.jpg;Joxe Azurmendi;Anton Uriarte;Alberto Prieto Espinosa;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Joxe%20Azurmendi.jpg;Joxe Azurmendi;Iñaki Soto;Carlos Martínez Gorriaran;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Bb%2020190405768051Bb%2020190;Miren Azkarate;Mariasun Landa;Pilar Cabero;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Bb%2020190405768051Bb%2020190;Miren Azkarate;Ana Urtxuegia;Beatriz Elorriaga Pisarik;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Bb%2020190405768051Bb%2020190;Miren Azkarate;Ana Agud;Aitzpea Leizaola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Bb%2020190405768051Bb%2020190;Miren Azkarate;Ainhoa Beola;Itziar Nogeras;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Bb%2020190405768051Bb%2020190;Miren Azkarate;Ana Agud;Lourdes Oñederra;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mikel%20Erentxun%202007.10.13;Mikel Erentxun;Mikel Laboa;Secundino Esnaola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mikel%20Erentxun%202007.10.13;Mikel Erentxun;Mikel Laboa;Txetxo Bengoetxea;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mikel%20Erentxun%202007.10.13;Mikel Erentxun;Mikel Laboa;Pablo Benegas;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Secundino%20Esnaola%20Berrond;Secundino Esnaola;Mikel Laboa;Mikel Erentxun;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Secundino%20Esnaola%20Berrond;Secundino Esnaola;Juan José Ocón;Enrique Jordá;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Secundino%20Esnaola%20Eskultu;Secundino Esnaola;Mikel Laboa;Mikel Erentxun;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Secundino%20Esnaola%20Eskultu;Secundino Esnaola;Juan José Ocón;Enrique Jordá;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Etxenike%20Bandres%201983%20U;Luis Bandres;Juan Astigarribia;Gorka Maneiro;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Etxenike%20Bandres%201983%20U;Luis Bandres;Jose Luis Alvarez Enparantza;Koldo Gorostiaga;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Etxenike%20Bandres%201983%20U;Luis Bandres;Jose Mari Elortza;Karmelo Leizaola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mentxu%20Gal%20-%20Dani%20Bla;Mentxu Gal;Arantza Sestayo;Begoña Ameztoi;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Entrega%20del%20Premio%20Eusk;Gregorio Monreal;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Entrega%20del%20Premio%20Eusk;Gregorio Monreal;Juan Astigarribia;Gorka Maneiro;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Entrega%20del%20Premio%20Eusk;Gregorio Monreal;Santiago Pedraz;Jose Ramon Rekalde;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Entrega%20del%20Premio%20Eusk;Gregorio Monreal;Anton Uriarte;Alberto Prieto Espinosa;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Galan.jpg;Diego Galán;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Galan.jpg;Diego Galán;Bertol Arrieta;Ignacio del Moral Ituarte;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Galan.jpg;Diego Galán;Manuel Pagola;Manuel Villegas López;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Cristina%20Uriarte.jpg;Cristina Uriarte;Ana Urtxuegia;Beatriz Elorriaga Pisarik;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Tomas%20Garbizuren%20eskultur;Tomás Garbizu;Mikel Laboa;Mikel Erentxun;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/BertolArrieta-2018.jpg;Bertol Arrieta;José Luis Olaizola;Ignacio del Moral Ituarte;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/BertolArrieta-2018.jpg;Bertol Arrieta;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/BertolArrieta-2018.jpg;Bertol Arrieta;Josep Miró Nicolau;Klaudio Harluxet;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/BertolArrieta-2018.jpg;Bertol Arrieta;Anton Uriarte;Alberto Prieto Espinosa;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/BertolArrieta-2018.jpg;Bertol Arrieta;Alberto Prieto Espinosa;Josep Miró Nicolau;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/BertolArrieta-2018.jpg;Bertol Arrieta;Diego Galán;Ignacio del Moral Ituarte;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Ignacio%20de%20Iztueta;Juan Ignazio Iztueta;Arturo Kanpion;Jose Manterola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Ignacio%20de%20Iztueta;Juan Ignazio Iztueta;Nikolas Soraluze;Serapio Muxika;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Joan%20Mari%20Irigoien.jpg;Joan Mari Irigoien;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Joan%20Mari%20Irigoien.jpg;Joan Mari Irigoien;Fernando Aranburu;Theo van Doesburg;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Joan%20Mari%20Irigoien.jpg;Joan Mari Irigoien;Fernando Aranburu;Karlos del Olmo;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Josep%20Mir%C3%B3%20Nicolau%2;Josep Miró Nicolau;Bertol Arrieta;Klaudio Harluxet;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Josep%20Mir%C3%B3%20Nicolau%2;Josep Miró Nicolau;Jose Maria Pitarke;Pedro Miguel Etxenike;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Josep%20Mir%C3%B3%20Nicolau%2;Josep Miró Nicolau;Anton Uriarte;Alberto Prieto Espinosa;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Josep%20Mir%C3%B3%20Nicolau%2;Josep Miró Nicolau;Alberto Prieto Espinosa;Bertol Arrieta;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Ainhoa%20beola%202014%2001.JP;Ainhoa Beola;Ana Urtxuegia;Beatriz Elorriaga Pisarik;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Ainhoa%20beola%202014%2001.JP;Ainhoa Beola;Miren Azkarate;Itziar Nogeras;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Aitzpea%20Leizaola%2C%20Iture;Aitzpea Leizaola;Ana Agud;Miren Azkarate;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Aitzpea%20Leizaola%2C%20Iture;Aitzpea Leizaola;Isabel Fernandez de Castro;Elena Lazkano;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Aitzpea%20Leizaola%2C%20Iture;Aitzpea Leizaola;Teresa del Valle;Begoña Aretxaga;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Decana%20Inform%C3%A1tica%203;Arantza Illarramendi;Gladys del Estal Ferreño;Isabel Fernandez de Castro;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Decana%20Inform%C3%A1tica%203;Arantza Illarramendi;Ana Agud;Miren Azkarate;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/84UEU-12-026.jpg;Baleren Bakaikoa;Jose Luis Alvarez Enparantza;Koldo Gorostiaga;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/84UEU-12-026.jpg;Baleren Bakaikoa;Koldo Gorostiaga;Jesus Maria Alkain;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Eneko%20Goia%202014.jpg;Eneko Goia;Juan Astigarribia;Gorka Maneiro;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/FitoRodriguezBornaetxea.jpg;Fito Rodriguez;Anton Uriarte;José Luis Olaizola;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/FitoRodriguezBornaetxea.jpg;Fito Rodriguez;Anton Uriarte;Alberto Prieto Espinosa;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Garbi%C3%B1e%20Biurrun%20%28c;Garbiñe Biurrun;Mariasun Landa;Maria Jose Azurmendi;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Helena%20Franco.jpg;Helena Franco;Ana Agud;Miren Azkarate;https://eu.wikipedia.org/;
