itemLabel,jardueraLabel,sexua_edo_generoaLabel,jaiolekuaLabel,irudia,jaiotza_data,item
Tony Cartano,argitaratzaile,gizonezkoa,Baiona,,1944-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55940262
Pierre Darrigrand,magistratu,gizonezkoa,Baiona,,1919-11-25T00:00:00Z,http://www.wikidata.org/entity/Q56273673
Joseph Larran,arraunlari,gizonezkoa,Baiona,,1876-08-23T00:00:00Z,http://www.wikidata.org/entity/Q56759017
Odon Noblia,idazle,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/20190422%20Odon%20Noblia%202.jpg,1974-03-31T00:00:00Z,http://www.wikidata.org/entity/Q57657705
Louis Mardochée Lévy,ile-apaintzaile,gizonezkoa,Baiona,,1884-08-08T00:00:00Z,http://www.wikidata.org/entity/Q58093771
Jean-Marc Bordus,,gizonezkoa,Baiona,,1960-11-01T00:00:00Z,http://www.wikidata.org/entity/Q59209767
August de Serres-Wieczffinski,ingeniari,gizonezkoa,Baiona,,1841-01-01T00:00:00Z,http://www.wikidata.org/entity/Q60845087
Antoine Forgeot,apaiz katoliko,gizonezkoa,Baiona,,1933-10-15T00:00:00Z,http://www.wikidata.org/entity/Q61091760
Antoine Forgeot,monje,gizonezkoa,Baiona,,1933-10-15T00:00:00Z,http://www.wikidata.org/entity/Q61091760
Joseph Halcet,arraunlari,gizonezkoa,Baiona,,1881-10-22T00:00:00Z,http://www.wikidata.org/entity/Q61108521
Jean-Baptiste Mathieu,arraunlari,gizonezkoa,Baiona,,1880-05-07T00:00:00Z,http://www.wikidata.org/entity/Q61108522
Jean-Claude Larronde,historialari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Claude%20Larrondo.jpg,1946-08-18T00:00:00Z,http://www.wikidata.org/entity/Q43026675
Jean-Claude Larronde,aholkulari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Claude%20Larrondo.jpg,1946-08-18T00:00:00Z,http://www.wikidata.org/entity/Q43026675
Gabriel Roby,margolari,gizonezkoa,Baiona,,1878-09-02T00:00:00Z,http://www.wikidata.org/entity/Q43668690
Michel Behic,finantzari,gizonezkoa,Baiona,,1739-11-23T00:00:00Z,http://www.wikidata.org/entity/Q3308973
Michel Behic,dealer,gizonezkoa,Baiona,,1739-11-23T00:00:00Z,http://www.wikidata.org/entity/Q3308973
