itemLabel,jardueraLabel,sexua_edo_generoaLabel,jaiolekuaLabel,irudia,jaiotza_data,item
Iker Muniain,futbolari,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Iker%20Muniain%20%2815961406985%29.jpg,1992-12-19T00:00:00Z,http://www.wikidata.org/entity/Q314259
Ion Andoni Goikoetxea,futbolari,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Goiko-xerez.jpg,1965-10-21T00:00:00Z,http://www.wikidata.org/entity/Q358222
Aingeru Epaltza,idazle,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Aingeru%20Epaltza.jpg,1960-02-08T00:00:00Z,http://www.wikidata.org/entity/Q405994
Aingeru Epaltza,itzultzaile,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Aingeru%20Epaltza.jpg,1960-02-08T00:00:00Z,http://www.wikidata.org/entity/Q405994
Aingeru Epaltza,idazle,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Aingeru%20Epaltza%20%28Elena%20Ronkal%29.jpg,1960-02-08T00:00:00Z,http://www.wikidata.org/entity/Q405994
Aingeru Epaltza,itzultzaile,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Aingeru%20Epaltza%20%28Elena%20Ronkal%29.jpg,1960-02-08T00:00:00Z,http://www.wikidata.org/entity/Q405994
Carlos Garaikoetxea Urriza,abokatu,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Garaikoetxea%20%282011%29.jpg,1938-06-02T00:00:00Z,http://www.wikidata.org/entity/Q541562
Carlos Garaikoetxea Urriza,politikari,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Garaikoetxea%20%282011%29.jpg,1938-06-02T00:00:00Z,http://www.wikidata.org/entity/Q541562
Carlos Garaikoetxea Urriza,ekonomialari,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Garaikoetxea%20%282011%29.jpg,1938-06-02T00:00:00Z,http://www.wikidata.org/entity/Q541562
Uxue Barkos,politikari,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A1nchez%20recibe%20a%20la%20presidenta%20de%20Navarra%203%20%28cropped%29.jpg,1964-07-05T00:00:00Z,http://www.wikidata.org/entity/Q961601
Uxue Barkos,kazetari,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A1nchez%20recibe%20a%20la%20presidenta%20de%20Navarra%203%20%28cropped%29.jpg,1964-07-05T00:00:00Z,http://www.wikidata.org/entity/Q961601
Iñaki Astiz,futbolari,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Inaki%20Astiz%202011.jpg,1983-11-05T00:00:00Z,http://www.wikidata.org/entity/Q1390730
Josetxo Romero,futbolari,gizonezkoa,Iruñea,,1977-02-25T00:00:00Z,http://www.wikidata.org/entity/Q1708466
Víctor Pradera,abokatu,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Pradera.jpg,1873-04-19T00:00:00Z,http://www.wikidata.org/entity/Q2742748
Víctor Pradera,politikari,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Pradera.jpg,1873-04-19T00:00:00Z,http://www.wikidata.org/entity/Q2742748
Víctor Pradera,historialari,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Pradera.jpg,1873-04-19T00:00:00Z,http://www.wikidata.org/entity/Q2742748
Felipe Rius,idazle,gizonezkoa,Iruñea,,1961-07-11T00:00:00Z,http://www.wikidata.org/entity/Q12257808
Felipe Rius,kazetari,gizonezkoa,Iruñea,,1961-07-11T00:00:00Z,http://www.wikidata.org/entity/Q12257808
Inma Errea,idazle,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Inma%20Errea%202014-09-11%20IPES%20Wikipedia.jpg,1960-11-15T00:00:00Z,http://www.wikidata.org/entity/Q12259623
Inma Errea,itzultzaile,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Inma%20Errea%202014-09-11%20IPES%20Wikipedia.jpg,1960-11-15T00:00:00Z,http://www.wikidata.org/entity/Q12259623
Iñigo Ibarra,idazle,gizonezkoa,Iruñea,,1974-01-01T00:00:00Z,http://www.wikidata.org/entity/Q12260090
Iñigo Ibarra,bertsolari,gizonezkoa,Iruñea,,1974-01-01T00:00:00Z,http://www.wikidata.org/entity/Q12260090
Jesús María Pajares,politikari,gizonezkoa,Iruñea,,1946-01-14T00:00:00Z,http://www.wikidata.org/entity/Q12260379
Jesús María Pajares,ekonomialari,gizonezkoa,Iruñea,,1946-01-14T00:00:00Z,http://www.wikidata.org/entity/Q12260379
Jose Angel Irigaray,idazle,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Angel%20Irigarai%202010ean.jpg,1942-10-09T00:00:00Z,http://www.wikidata.org/entity/Q12260570
Jose Angel Irigaray,mediku,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Angel%20Irigarai%202010ean.jpg,1942-10-09T00:00:00Z,http://www.wikidata.org/entity/Q12260570
Jose Angel Irigaray,poeta,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Angel%20Irigarai%202010ean.jpg,1942-10-09T00:00:00Z,http://www.wikidata.org/entity/Q12260570
Jose Angel Irigaray,eleberrigile,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Angel%20Irigarai%202010ean.jpg,1942-10-09T00:00:00Z,http://www.wikidata.org/entity/Q12260570
Jose Angel Irigaray,saiakeragile,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Angel%20Irigarai%202010ean.jpg,1942-10-09T00:00:00Z,http://www.wikidata.org/entity/Q12260570
Luis Garde,idazle,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Luis%20Garde.jpg,1961-08-11T00:00:00Z,http://www.wikidata.org/entity/Q12262674
Luis Garde,filologo,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Luis%20Garde.jpg,1961-08-11T00:00:00Z,http://www.wikidata.org/entity/Q12262674
Mirentxu Loiarte,zinema zuzendari,emakumezkoa,Iruñea,,1938-01-01T00:00:00Z,http://www.wikidata.org/entity/Q12263706
Pedro Díaz Ultzurrun Etxarte,mediku,gizonezkoa,Iruñea,,1924-12-24T00:00:00Z,http://www.wikidata.org/entity/Q12265668
Pedro Díaz Ultzurrun Etxarte,endokrinologo,gizonezkoa,Iruñea,,1924-12-24T00:00:00Z,http://www.wikidata.org/entity/Q12265668
Pedro Díaz Ultzurrun Etxarte,mediku,gizonezkoa,Iruñea,,1924-12-27T00:00:00Z,http://www.wikidata.org/entity/Q12265668
Pedro Díaz Ultzurrun Etxarte,endokrinologo,gizonezkoa,Iruñea,,1924-12-27T00:00:00Z,http://www.wikidata.org/entity/Q12265668
Luis Maria Astrain,futbolari,gizonezkoa,Iruñea,,1943-10-29T00:00:00Z,http://www.wikidata.org/entity/Q16297529
Joseba Asiron,politikari,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Joseba%20Asir%C3%B3n%202015.jpg,1962-04-14T00:00:00Z,http://www.wikidata.org/entity/Q20087690
Ainhoa Aznarez,politikari,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Ainhoa%20Azn%C3%A1rez.%2014%20de%20octubre%20de%202018.%20Instituto%2025m%20%28cropped%29.jpg,1970-08-04T00:00:00Z,http://www.wikidata.org/entity/Q20798132
Miren Asiain,ilustratzaile,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Miren%20Asiain%20Lora.jpg,1988-01-01T00:00:00Z,http://www.wikidata.org/entity/Q23807472
Laura Pérez,irakasle,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Laura%20P%C3%A9rez%202015.jpg,1980-12-23T00:00:00Z,http://www.wikidata.org/entity/Q25473868
Laura Pérez,politikari,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Laura%20P%C3%A9rez%202015.jpg,1980-12-23T00:00:00Z,http://www.wikidata.org/entity/Q25473868
Miren Zabaleta,abokatu,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/2017-01-22%20Miren%20Zabaleta.jpg,1981-10-26T00:00:00Z,http://www.wikidata.org/entity/Q30224739
Miren Zabaleta,politikari,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/2017-01-22%20Miren%20Zabaleta.jpg,1981-10-26T00:00:00Z,http://www.wikidata.org/entity/Q30224739
Beatriz Chivite,idazle,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Beatriz%20Chivite%20%28Zoe%20Marticorena%29.jpg,1991-03-16T00:00:00Z,http://www.wikidata.org/entity/Q38382471
Beatriz Chivite,poeta,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Beatriz%20Chivite%20%28Zoe%20Marticorena%29.jpg,1991-03-16T00:00:00Z,http://www.wikidata.org/entity/Q38382471
Beatriz Chivite,itzultzaile,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Beatriz%20Chivite%20%28Zoe%20Marticorena%29.jpg,1991-03-16T00:00:00Z,http://www.wikidata.org/entity/Q38382471
Beatriz Chivite,filologo,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Beatriz%20Chivite%20%28Zoe%20Marticorena%29.jpg,1991-03-16T00:00:00Z,http://www.wikidata.org/entity/Q38382471
Joli Pascualena,aktore,emakumezkoa,Iruñea,,1976-09-19T00:00:00Z,http://www.wikidata.org/entity/Q42200410
Joli Pascualena,abeslari,emakumezkoa,Iruñea,,1976-09-19T00:00:00Z,http://www.wikidata.org/entity/Q42200410
Matías Múgica,itzultzaile,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/Entrega%20de%20los%20premios%20Euskadi%20de%20Literatura%202017%2013%20%28cropped%29.jpg,1961-01-01T00:00:00Z,http://www.wikidata.org/entity/Q42384447
Oihane Garzaron,telebista aurkezle,emakumezkoa,Iruñea,,1982-01-01T00:00:00Z,http://www.wikidata.org/entity/Q47025325
Oihane Garzaron,kazetari,emakumezkoa,Iruñea,,1982-01-01T00:00:00Z,http://www.wikidata.org/entity/Q47025325
Amaia Kowasch,,emakumezkoa,Iruñea,,1990-01-01T00:00:00Z,http://www.wikidata.org/entity/Q50944813
Esti Martinez Diaz de Cerio,idazle,emakumezkoa,Iruñea,,1991-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55090187
Bakartxo Ruiz,irakasle,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/BakartxoRuiz.jpg,1977-08-18T00:00:00Z,http://www.wikidata.org/entity/Q60217546
Bakartxo Ruiz,politikari,emakumezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/BakartxoRuiz.jpg,1977-08-18T00:00:00Z,http://www.wikidata.org/entity/Q60217546
Iñaki Iriarte López,politikari,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/I%C3%B1aki%20Iriarte.jpg,1971-07-22T00:00:00Z,http://www.wikidata.org/entity/Q64711469
Iñaki Iriarte López,unibertsitateko irakasle,gizonezkoa,Iruñea,http://commons.wikimedia.org/wiki/Special:FilePath/I%C3%B1aki%20Iriarte.jpg,1971-07-22T00:00:00Z,http://www.wikidata.org/entity/Q64711469
Miren Tirapu,antzerkigile,emakumezkoa,Iruñea,,1981-01-01T00:00:00Z,http://www.wikidata.org/entity/Q83485919
